traffic_id,hour,day_of_week,zone_type,traffic_level,avg_speed_kmph
TRF001617,13,6,residential,medium,44.9
TRF031628,9,1,residential,low,71.5
TRF093473,10,1,,medium,52.6
TRF047362,6,5,commercial,medium,31.1
TRF031659,2,4,residential,low,49.1
TRF049317,0,1,commercial,low,62.7
TRF091214,21,5,residential,low,77.8
TRF067130,15,4,industrial,high,21.1
TRF007508,8,0,residential,high,13.2
TRF075895,5,1,,low,54.6
TRF081308,7,4,commercial,high,17.4
TRF085926,12,2,industrial,low,55.8
TRF013063,2,4,residential,low,51.7
TRF045768,1,1,industrial,low,75.0
TRF048108,23,6,industrial,low,58.6
TRF012440,11,6,commercial,medium,54.1
TRF089920,23,1,industrial,low,60.6
TRF035408,10,2,residential,low,48.2
TRF087096,18,6,residential,high,28.2
TRF000358,22,5,commercial,low,66.7
TRF005322,7,1,commercial,high,26.8
TRF001157,3,6,industrial,low,60.3
TRF057206,18,1,commercial,high,20.0
TRF056696,20,1,,low,47.5
TRF005980,17,3,residential,high,22.1
TRF073358,4,3,commercial,medium,37.8
TRF001156,19,4,commercial,,75.1
TRF000581,12,4,residential,high,11.5
TRF072659,18,4,,high,22.7
TRF073277,8,4,residential,high,19.2
TRF092533,8,5,industrial,low,68.2
TRF078722,23,5,commercial,medium,31.0
TRF029836,4,1,residential,low,79.5
TRF061746,9,5,commercial,high,21.4
TRF090490,20,4,commercial,,46.4
TRF007608,11,6,commercial,medium,52.0
TRF078903,2,4,industrial,low,64.2
TRF032211,13,2,residential,medium,53.2
TRF034347,15,6,commercial,low,67.0
TRF043859,0,4,commercial,medium,50.3
TRF029705,8,4,industrial,high,14.5
TRF030093,14,1,residential,low,61.1
TRF061957,16,4,,medium,44.5
TRF038336,10,5,,medium,44.3
TRF049989,23,5,,medium,40.5
TRF067004,18,0,residential,high,12.3
TRF084994,3,1,,medium,
TRF062969,10,4,industrial,low,62.0
TRF001939,8,3,industrial,high,24.8
TRF093031,8,0,residential,low,77.6
TRF036852,15,4,commercial,high,10.0
TRF068139,18,6,residential,high,27.5
TRF046204,16,2,,medium,31.0
TRF066104,8,6,,high,23.3
TRF068501,2,4,residential,,71.5
TRF042010,7,0,residential,medium,49.9
TRF074199,6,3,residential,low,
TRF064431,15,4,,medium,32.5
TRF019705,9,2,commercial,high,20.9
TRF085462,0,0,,low,46.5
TRF076906,1,0,industrial,medium,32.7
TRF012341,6,3,industrial,medium,29.2
TRF031740,9,5,,high,21.1
TRF007544,20,4,industrial,low,77.9
TRF059654,,3,residential,high,23.0
TRF038690,3,5,,medium,35.1
TRF074757,0,3,industrial,low,60.5
TRF084312,22,0,commercial,medium,38.3
TRF046284,19,1,residential,high,19.2
TRF094793,7,6,industrial,medium,28.4
TRF003867,17,2,,high,21.3
TRF033573,,2,commercial,medium,33.0
TRF034622,,5,,high,11.2
TRF063636,17,3,industrial,high,28.5
TRF066478,5,5,,low,48.5
TRF053270,15,4,,low,60.2
TRF075637,19,2,,high,19.8
TRF094168,11,0,commercial,medium,54.1
TRF002164,7,4,residential,medium,52.1
TRF017447,22,1,commercial,low,49.1
TRF072996,22,3,,low,53.8
TRF049978,23,6,commercial,,60.0
TRF091084,1,4,commercial,medium,31.9
TRF088068,17,0,industrial,high,20.9
TRF032091,9,3,industrial,high,12.8
TRF014207,7,2,industrial,medium,36.6
TRF002898,10,4,commercial,medium,31.8
TRF035595,8,2,industrial,medium,40.7
TRF091757,20,1,industrial,low,61.2
TRF006552,10,1,commercial,medium,26.0
TRF067776,19,2,,high,25.6
TRF030806,9,0,residential,high,16.7
TRF021654,16,0,,medium,35.6
TRF067534,9,4,residential,high,18.0
TRF080335,13,6,residential,medium,46.4
TRF012635,4,4,residential,low,56.2
TRF049456,14,2,industrial,medium,45.5
TRF022728,20,2,commercial,low,57.1
TRF000356,11,1,commercial,medium,31.3
TRF014841,13,3,commercial,high,19.0
TRF063530,0,5,,low,62.0
TRF056243,22,0,residential,medium,35.1
TRF013204,13,2,industrial,medium,25.1
TRF022653,13,3,commercial,low,53.5
TRF073477,23,6,commercial,low,55.4
TRF066652,2,1,,medium,25.8
TRF016926,19,6,industrial,high,24.7
TRF067824,10,4,industrial,medium,43.3
TRF060396,6,0,,medium,29.0
TRF087053,18,1,industrial,high,15.9
TRF029844,22,2,residential,low,79.0
TRF025641,22,2,residential,low,50.0
TRF095158,5,2,commercial,medium,28.3
TRF047760,15,4,residential,medium,53.5
TRF014620,9,1,,high,27.1
TRF001102,21,5,,low,62.2
TRF030924,2,1,industrial,low,54.6
TRF062820,23,1,residential,medium,26.3
TRF062746,4,0,residential,high,16.0
TRF006265,11,4,,high,25.8
TRF079311,9,1,commercial,,51.7
TRF016027,14,2,,medium,32.8
TRF092212,0,6,commercial,low,50.7
TRF007108,16,5,,medium,43.7
TRF090961,13,4,residential,medium,51.7
TRF022347,0,4,industrial,low,69.2
TRF078924,9,4,commercial,high,29.6
TRF018197,3,5,commercial,low,62.1
TRF070044,12,2,,low,56.5
TRF023542,3,5,,low,77.0
TRF088042,9,5,commercial,high,14.7
TRF034398,3,2,residential,low,73.5
TRF005097,15,3,commercial,medium,40.6
TRF022874,18,0,residential,medium,47.3
TRF002419,17,5,residential,high,
TRF050125,12,4,residential,medium,45.1
TRF025694,15,1,commercial,medium,52.3
TRF090625,23,5,commercial,low,45.9
TRF019679,0,4,commercial,medium,38.0
TRF093810,13,0,commercial,high,11.7
TRF059688,15,5,,medium,49.6
TRF007276,20,6,,low,46.5
TRF026393,15,2,industrial,medium,44.0
TRF006101,17,0,,medium,38.2
TRF013641,3,6,,low,45.5
TRF075406,9,5,,medium,36.5
TRF009692,11,1,,medium,52.8
TRF020894,13,4,,medium,37.2
TRF081577,23,0,commercial,medium,29.0
TRF011757,10,4,commercial,medium,35.8
TRF038373,5,2,,low,67.7
TRF051152,11,4,industrial,low,78.6
TRF018842,3,3,,low,
TRF044717,2,1,commercial,low,74.7
TRF037924,3,1,residential,low,61.3
TRF088753,11,5,commercial,medium,34.6
TRF082677,7,0,,high,21.4
TRF048514,1,1,industrial,low,54.1
TRF076574,2,2,commercial,low,
TRF045766,22,6,,low,70.2
TRF001765,4,6,commercial,low,57.7
TRF012320,9,5,industrial,high,15.4
TRF001290,5,4,industrial,low,50.9
TRF004073,12,5,,low,73.4
TRF019774,15,1,,low,67.7
TRF039579,16,0,,medium,31.7
TRF006467,23,5,commercial,medium,50.1
TRF060257,17,6,commercial,high,18.3
TRF013462,4,0,commercial,low,51.5
TRF013861,8,6,industrial,high,12.4
TRF031291,19,1,commercial,high,
TRF074990,23,1,residential,low,62.9
TRF018993,18,4,industrial,high,20.1
TRF040112,21,2,commercial,low,
TRF050188,1,6,,low,63.5
TRF036553,10,0,,medium,26.9
TRF011780,22,1,industrial,low,60.8
TRF048621,0,2,industrial,low,59.0
TRF029797,7,2,,high,27.3
TRF030821,14,3,,medium,55.0
TRF009428,21,5,,medium,31.8
TRF020690,23,2,commercial,low,62.1
TRF046403,20,1,commercial,medium,43.6
TRF027323,15,2,,medium,26.6
TRF038194,5,0,industrial,medium,26.1
TRF030696,23,6,,low,78.1
TRF047430,6,3,,medium,46.3
TRF017025,16,5,,high,24.6
TRF085581,5,3,residential,low,53.5
TRF047922,17,1,,high,13.2
TRF054746,17,5,commercial,high,11.7
TRF053637,5,3,,low,57.9
TRF030096,22,3,commercial,low,64.5
TRF004038,7,0,residential,medium,37.9
TRF003363,0,0,commercial,medium,46.5
TRF005066,18,2,residential,high,25.0
TRF056941,12,0,commercial,medium,37.4
TRF050704,6,2,commercial,,65.4
TRF045895,0,0,industrial,medium,32.9
TRF017824,17,2,commercial,medium,44.9
TRF037160,9,5,commercial,high,28.2
TRF008017,15,1,industrial,low,62.9
TRF086049,9,1,,,45.8
TRF032727,4,5,,low,53.2
TRF051072,23,5,industrial,low,49.0
TRF047957,19,4,,low,68.4
TRF007874,6,3,commercial,medium,32.8
TRF079317,2,2,residential,medium,28.2
TRF028580,14,2,industrial,low,59.3
TRF031365,15,1,,low,66.2
TRF005814,11,4,residential,low,66.8
TRF009042,1,6,,low,49.1
TRF056331,22,6,,low,72.8
TRF001734,13,6,,medium,38.1
TRF084790,7,5,commercial,,54.7
TRF016069,10,6,industrial,,47.9
TRF056730,,6,commercial,medium,33.0
TRF072242,3,2,residential,medium,38.0
TRF044893,22,2,industrial,low,52.5
TRF044957,3,6,,low,67.4
TRF060876,16,2,commercial,low,50.4
TRF065813,17,5,industrial,low,69.0
TRF079165,9,6,industrial,high,21.9
TRF056204,,0,commercial,medium,
TRF074814,19,0,residential,high,18.2
TRF065314,1,6,industrial,medium,
TRF077042,17,3,industrial,high,23.6
TRF082689,5,6,,low,45.5
TRF066170,12,1,residential,high,21.9
TRF030445,6,4,residential,low,60.8
TRF081148,10,4,residential,high,11.6
TRF074754,9,5,,high,12.3
TRF002643,6,0,,low,50.7
TRF086581,2,,residential,,52.2
TRF012989,14,0,industrial,medium,50.8
TRF060922,11,3,industrial,medium,43.7
TRF018114,13,4,commercial,low,
TRF062080,17,4,residential,high,
TRF045871,23,5,commercial,low,78.3
TRF065436,19,0,residential,medium,
TRF023773,16,3,,high,29.5
TRF030083,1,5,commercial,low,71.9
TRF073501,23,2,commercial,low,75.3
TRF008331,18,0,industrial,high,23.7
TRF053265,18,2,,high,21.0
TRF001505,16,5,industrial,medium,26.6
TRF003038,10,4,commercial,low,60.7
TRF034971,19,4,industrial,high,22.9
TRF056998,23,1,,low,52.7
TRF038242,3,1,industrial,low,68.5
TRF037467,21,0,commercial,low,71.6
TRF046333,,4,,medium,28.6
TRF056508,8,1,industrial,high,23.0
TRF021638,6,3,industrial,low,66.6
TRF023151,5,4,,low,46.2
TRF085032,21,5,industrial,low,45.4
TRF040617,20,6,,medium,41.9
TRF000222,6,6,industrial,low,70.7
TRF053042,5,3,industrial,low,79.3
TRF076973,6,5,industrial,medium,53.7
TRF010890,8,4,industrial,medium,
TRF009447,15,5,residential,medium,37.4
TRF017059,2,1,industrial,low,66.2
TRF003315,,0,residential,high,23.1
TRF089964,21,5,commercial,low,48.1
TRF084145,8,4,industrial,high,17.3
TRF028022,8,0,commercial,high,10.2
TRF077801,14,2,residential,low,78.8
TRF086847,3,3,,low,69.7
TRF058891,16,5,residential,medium,47.4
TRF084677,21,1,,low,79.2
TRF010696,23,6,industrial,medium,53.4
TRF091734,23,3,residential,low,67.9
TRF003133,17,3,industrial,high,21.3
TRF079133,13,3,commercial,low,68.8
TRF086308,5,3,industrial,medium,26.5
TRF061569,16,5,,medium,28.3
TRF022923,10,5,commercial,,69.6
TRF053752,0,3,residential,low,50.2
TRF016282,14,0,commercial,medium,35.4
TRF080523,21,6,commercial,medium,38.8
TRF008134,18,1,residential,high,15.2
TRF006295,16,0,residential,medium,46.3
TRF074509,0,4,,low,51.5
TRF090012,9,5,industrial,high,27.0
TRF018605,13,3,,medium,53.7
TRF090790,3,0,,low,62.8
TRF090044,18,4,commercial,medium,53.6
TRF084410,0,3,residential,medium,38.8
TRF024461,18,6,,high,22.5
TRF053148,10,5,commercial,low,58.8
TRF070214,15,0,industrial,medium,29.2
TRF093970,12,2,,medium,36.1
TRF080189,23,6,commercial,medium,46.6
TRF057695,5,3,residential,low,48.2
TRF003895,14,6,industrial,medium,52.0
TRF069822,10,5,,high,28.3
TRF008623,,3,commercial,high,16.7
TRF038030,13,1,,medium,43.4
TRF001068,,2,industrial,high,29.6
TRF028756,3,5,residential,low,64.7
TRF083384,16,1,,high,11.9
TRF051846,11,6,residential,medium,43.5
TRF018298,5,6,residential,low,79.6
TRF031144,20,4,commercial,medium,51.6
TRF016799,10,5,residential,medium,38.9
TRF017714,5,0,industrial,low,56.5
TRF052994,3,5,commercial,medium,32.4
TRF007710,2,1,,low,55.1
TRF062937,4,3,,,79.0
TRF072075,12,5,,medium,35.8
TRF043345,22,1,residential,low,64.5
TRF000127,14,0,industrial,medium,34.6
TRF007862,4,1,commercial,low,49.2
TRF009468,19,1,commercial,medium,38.2
TRF054876,16,1,industrial,high,15.5
TRF041609,11,3,residential,low,77.0
TRF090879,18,1,industrial,medium,52.5
TRF081869,14,0,residential,low,61.1
TRF003453,22,6,residential,low,63.8
TRF062813,,6,commercial,high,15.7
TRF010320,21,5,commercial,low,75.6
TRF047789,11,2,,high,12.0
TRF056455,2,4,,low,71.2
TRF093947,11,3,commercial,high,29.3
TRF024147,20,1,commercial,medium,54.2
TRF072009,4,2,,low,57.2
TRF029838,15,1,commercial,low,56.1
TRF010433,5,5,residential,low,49.2
TRF081119,15,1,commercial,low,54.0
TRF082439,22,5,residential,low,78.6
TRF090009,6,4,industrial,low,48.4
TRF017483,9,5,residential,medium,33.6
TRF060602,15,2,,medium,46.3
TRF029683,20,6,commercial,low,55.3
TRF029101,4,3,commercial,low,77.4
TRF022372,7,6,,medium,44.8
TRF030152,17,2,commercial,high,18.6
TRF006845,1,4,commercial,medium,49.6
TRF037231,10,2,industrial,medium,51.0
TRF058409,1,2,,low,69.6
TRF027733,22,4,,low,79.8
TRF041030,20,0,commercial,medium,49.3
TRF031707,22,1,commercial,medium,30.3
TRF045371,9,2,residential,high,22.7
TRF043304,11,5,,,55.2
TRF015282,19,5,,medium,28.0
TRF032575,7,0,residential,medium,28.2
TRF016422,12,2,industrial,medium,37.8
TRF059311,15,5,residential,low,48.5
TRF086809,23,4,industrial,low,67.5
TRF012786,6,5,,medium,28.6
TRF063716,6,5,commercial,low,73.5
TRF075999,,6,commercial,high,19.1
TRF069197,16,3,residential,low,65.5
TRF062954,19,5,commercial,high,13.3
TRF082843,22,1,commercial,medium,38.6
TRF081508,8,0,,high,29.6
TRF040282,4,2,industrial,low,75.3
TRF023032,7,6,residential,high,19.3
TRF069838,5,4,,medium,28.4
TRF033582,0,2,,low,79.0
TRF006814,23,1,,low,77.9
TRF049712,22,3,industrial,medium,39.1
TRF040136,19,6,residential,high,14.2
TRF061894,15,3,industrial,high,27.1
TRF001796,7,5,residential,medium,30.6
TRF051134,7,5,,low,70.7
TRF029637,0,6,industrial,low,67.9
TRF059838,23,6,,low,64.4
TRF040720,22,6,commercial,low,56.5
TRF083855,20,6,industrial,low,70.1
TRF032376,7,0,industrial,high,
TRF039146,23,3,industrial,high,15.2
TRF014928,16,6,residential,low,74.5
TRF073787,3,4,residential,low,52.9
TRF045275,11,5,commercial,medium,25.6
TRF021433,19,4,,,77.6
TRF060895,10,4,commercial,medium,44.2
TRF019626,21,4,residential,low,53.5
TRF037935,23,2,commercial,medium,42.5
TRF087006,16,3,industrial,low,61.4
TRF064915,0,0,industrial,medium,41.5
TRF016968,15,5,residential,medium,34.4
TRF028434,6,0,industrial,high,14.5
TRF006142,23,3,residential,low,48.3
TRF030732,9,0,,high,27.1
TRF045150,4,3,commercial,low,76.9
TRF060848,20,4,,medium,33.8
TRF009849,12,6,,high,14.3
TRF089345,15,6,industrial,medium,50.6
TRF061759,20,3,,low,65.3
TRF006078,5,6,residential,low,53.6
TRF049754,23,5,industrial,medium,40.3
TRF034905,0,3,industrial,low,75.9
TRF015041,23,0,industrial,low,47.6
TRF075498,23,3,industrial,low,52.0
TRF032006,9,,residential,high,17.5
TRF004843,19,1,residential,high,19.3
TRF003220,9,4,residential,low,58.5
TRF054562,21,5,residential,low,65.4
TRF056482,23,5,,medium,27.1
TRF008858,15,2,commercial,low,78.6
TRF045692,3,6,residential,low,52.1
TRF040967,11,0,residential,high,26.2
TRF095957,5,4,commercial,low,
TRF030769,22,6,residential,low,49.0
TRF003798,21,3,,low,74.9
TRF015818,23,4,industrial,low,71.6
TRF059484,0,6,industrial,low,53.6
TRF073084,6,1,industrial,medium,43.5
TRF042737,19,5,commercial,low,
TRF072816,9,6,industrial,high,25.1
TRF065052,4,2,residential,low,71.6
TRF052141,23,0,commercial,low,72.2
TRF087880,14,3,residential,low,49.3
TRF005858,10,1,residential,medium,34.3
TRF057546,4,4,,low,45.4
TRF034832,11,6,industrial,medium,53.5
TRF065154,0,,,low,59.0
TRF077826,15,5,,medium,42.7
TRF037583,4,4,commercial,medium,31.3
TRF053608,3,4,commercial,medium,31.1
TRF000567,20,4,residential,low,63.0
TRF009560,12,1,residential,high,18.1
TRF074133,1,4,industrial,medium,42.5
TRF005258,19,2,residential,high,29.4
TRF092449,2,2,,low,51.1
TRF040600,20,4,residential,medium,48.4
TRF014039,15,2,,low,79.0
TRF028539,20,3,industrial,high,15.2
TRF093419,2,4,residential,low,54.2
TRF048992,2,2,,low,48.0
TRF015297,9,4,industrial,high,27.0
TRF075472,6,1,residential,medium,44.6
TRF051886,,6,,high,14.3
TRF000379,23,3,industrial,low,68.8
TRF095350,5,2,residential,low,64.6
TRF056753,8,2,industrial,high,25.0
TRF010286,3,5,industrial,low,51.6
TRF054510,18,1,,high,13.6
TRF071163,17,1,residential,high,15.2
TRF083510,10,3,industrial,low,54.2
TRF046890,22,4,residential,low,55.6
TRF066974,23,1,commercial,low,55.1
TRF018455,12,1,industrial,high,14.3
TRF073740,6,0,commercial,low,55.1
TRF062924,17,3,commercial,high,28.1
TRF048763,6,3,industrial,medium,34.6
TRF062184,6,3,residential,medium,43.1
TRF014246,6,5,residential,low,63.0
TRF041366,10,0,residential,low,75.2
TRF013161,13,1,,low,71.9
TRF054300,10,0,industrial,low,79.1
TRF048196,7,5,,high,29.7
TRF049206,4,0,residential,low,
TRF001859,3,5,residential,low,65.4
TRF083801,19,5,commercial,medium,46.0
TRF078260,4,1,residential,low,54.5
TRF063860,22,2,,low,67.3
TRF058685,2,2,residential,low,69.2
TRF033762,9,,commercial,medium,52.7
TRF061914,20,0,residential,low,59.9
TRF081297,4,4,commercial,high,23.7
TRF082860,9,0,residential,,69.7
TRF058717,15,5,industrial,medium,33.4
TRF012085,23,5,commercial,low,45.4
TRF048139,11,4,commercial,medium,49.2
TRF055757,4,0,residential,low,47.6
TRF048195,1,0,industrial,low,72.4
TRF074320,2,3,residential,low,
TRF081192,0,2,commercial,low,48.0
TRF088373,1,1,residential,low,51.0
TRF036878,10,0,commercial,medium,47.3
TRF005051,2,2,residential,high,25.3
TRF040294,18,0,commercial,low,63.5
TRF018860,18,5,residential,medium,33.3
TRF040936,9,2,residential,,48.4
TRF059305,,4,commercial,high,19.0
TRF036668,17,5,,high,10.7
TRF029508,7,4,,medium,42.3
TRF010056,15,2,,low,75.9
TRF079239,19,4,industrial,medium,27.1
TRF067145,15,,,medium,50.0
TRF069131,,0,commercial,high,18.9
TRF067038,14,6,,medium,31.7
TRF012682,10,5,commercial,low,50.1
TRF079860,21,0,,low,59.7
TRF051987,23,4,residential,medium,45.3
TRF015015,2,0,residential,low,
TRF074359,4,5,residential,medium,52.7
TRF023233,16,5,industrial,medium,31.8
TRF028584,9,3,residential,low,56.6
TRF054146,8,1,,high,27.9
TRF056530,23,4,residential,low,59.9
TRF005419,5,0,industrial,low,78.4
TRF047718,14,4,residential,,52.5
TRF076991,1,5,,low,45.1
TRF024318,0,5,,low,58.4
TRF046779,4,3,residential,low,72.3
TRF029775,7,5,residential,high,14.6
TRF064931,13,1,,medium,50.4
TRF085735,9,0,commercial,high,20.6
TRF047512,6,5,industrial,low,79.4
TRF046961,11,4,industrial,low,67.0
TRF012039,20,3,,,79.0
TRF023065,16,2,commercial,medium,26.4
TRF079946,11,4,industrial,medium,44.9
TRF025083,16,4,commercial,high,10.8
TRF070554,23,2,commercial,low,68.9
TRF067687,1,6,industrial,medium,41.6
TRF076758,9,2,,high,28.7
TRF020980,18,3,commercial,medium,28.3
TRF007724,10,4,,high,12.7
TRF075506,5,4,residential,low,69.9
TRF081399,8,1,,high,24.7
TRF008544,21,4,,medium,44.6
TRF088401,0,1,industrial,low,73.0
TRF058731,3,3,residential,low,55.7
TRF069452,8,4,commercial,high,10.5
TRF001456,8,0,residential,,61.9
TRF038648,7,4,residential,medium,51.5
TRF007747,0,0,,low,53.7
TRF056267,20,6,,low,77.6
TRF042481,3,2,residential,low,67.5
TRF063856,16,5,industrial,high,25.3
TRF080814,14,4,industrial,high,10.8
TRF065885,16,5,residential,high,20.4
TRF012663,20,2,commercial,medium,29.8
TRF052303,0,2,residential,low,58.8
TRF041244,15,3,residential,medium,31.7
TRF068569,18,3,industrial,medium,32.6
TRF036485,16,2,,high,26.0
TRF040535,4,0,residential,medium,46.8
TRF076337,20,1,industrial,low,47.5
TRF031829,5,3,industrial,low,61.2
TRF003346,17,1,,high,16.4
TRF094029,21,2,commercial,low,65.4
TRF044967,18,3,commercial,high,14.3
TRF056542,19,,commercial,high,28.9
TRF001690,15,2,commercial,medium,55.0
TRF059589,19,1,,high,28.7
TRF011271,6,3,commercial,low,64.4
TRF019257,0,2,commercial,medium,27.9
TRF077241,3,3,commercial,,66.9
TRF003832,22,2,,medium,48.8
TRF064426,12,2,residential,medium,36.4
TRF024643,8,3,industrial,,76.2
TRF049199,22,4,,low,70.9
TRF002534,11,0,commercial,,69.8
TRF019431,23,3,residential,low,76.3
TRF030105,19,6,industrial,high,16.4
TRF059422,14,2,industrial,medium,49.1
TRF020614,8,0,,high,24.1
TRF026459,14,3,industrial,medium,41.2
TRF052959,14,0,commercial,high,29.9
TRF028594,10,1,residential,medium,52.6
TRF082646,7,0,commercial,high,18.4
TRF067111,8,4,residential,medium,42.4
TRF068652,21,0,industrial,low,64.3
TRF060920,4,0,,low,75.0
TRF060422,19,0,residential,high,19.2
TRF029778,,2,commercial,high,11.8
TRF008109,12,1,,medium,27.3
TRF011993,0,4,industrial,medium,47.2
TRF048036,3,0,industrial,medium,
TRF080642,3,2,industrial,low,47.4
TRF072054,0,4,residential,low,71.8
TRF007720,0,5,,low,49.8
TRF004967,,3,residential,medium,44.1
TRF061254,22,4,residential,,61.1
TRF082352,5,5,commercial,high,10.9
TRF078817,18,1,,high,21.6
TRF012490,4,0,industrial,low,78.1
TRF082810,23,,commercial,low,57.4
TRF090736,0,,commercial,low,60.7
TRF080647,20,1,,medium,43.9
TRF028673,8,0,industrial,high,26.3
TRF054441,22,2,residential,medium,52.4
TRF047803,6,1,residential,high,16.6
TRF037879,14,1,residential,medium,
TRF050885,17,6,residential,low,73.8
TRF000590,17,3,,high,25.6
TRF043806,9,1,,medium,51.2
TRF090092,23,0,commercial,medium,43.3
TRF082409,12,2,industrial,medium,53.3
TRF033475,6,4,commercial,low,53.1
TRF036027,6,5,commercial,medium,42.6
TRF085712,2,0,industrial,low,47.2
TRF063532,23,2,,low,65.1
TRF067976,13,1,commercial,low,75.7
TRF064246,17,3,,low,67.4
TRF035310,13,6,industrial,medium,35.4
TRF094080,2,5,commercial,low,46.4
TRF070143,1,6,commercial,high,12.7
TRF041920,,5,,medium,
TRF094335,17,5,,high,20.4
TRF000262,11,1,industrial,high,13.8
TRF034174,4,4,industrial,low,49.5
TRF067986,13,4,,high,
TRF091210,20,3,commercial,medium,44.5
TRF008556,3,4,commercial,low,75.9
TRF067086,17,2,commercial,high,20.0
TRF000539,19,3,residential,low,53.3
TRF062854,9,1,industrial,high,13.9
TRF074861,16,6,,medium,40.2
TRF017258,2,6,residential,low,61.9
TRF095317,10,4,commercial,low,54.1
TRF047134,16,4,residential,medium,44.9
TRF064942,10,6,industrial,low,64.3
TRF065207,18,2,industrial,high,12.9
TRF024277,1,5,industrial,low,58.9
TRF072618,7,0,commercial,medium,28.4
TRF015031,7,1,industrial,high,28.1
TRF047687,8,2,commercial,high,10.2
TRF019358,19,6,,high,19.9
TRF001154,2,4,commercial,low,73.5
TRF074459,22,2,,low,55.0
TRF083324,15,1,commercial,medium,25.5
TRF079271,11,5,industrial,low,77.4
TRF074518,23,4,commercial,low,59.3
TRF071546,2,1,industrial,low,56.5
TRF071255,14,5,residential,low,68.5
TRF001681,6,1,industrial,high,15.6
TRF077561,7,3,residential,high,12.3
TRF084696,10,6,industrial,medium,43.5
TRF018839,13,0,residential,medium,40.6
TRF020486,15,3,commercial,low,73.9
TRF091981,9,1,,low,54.5
